"SVC_GRP_NR","SVC_GRP_SUF_NR","NVP_BID_NR","TRG_PSE_SVC_ID","SVC_FEA_TYP_CD","SVC_FEA_TYP_DSC_TE","PKG_CHA_TYP_CD","PKG_CHA_TYP_DSC_TE","SVC_TYP_CD","SVC_TYP_CD_DSC_TE","CPE_CRR_NR","CRR_ABR_NA","CPE_CRR_FUL_NA","BID_CPE_DTL_CD","CPE_PDC_NR","CPE_PDC_ABR_DSC_TE","CPE_PDC_DSC_TE","CCY_CD","CCY_NA","BID_UPS_PJT_WVL_QY","BID_CUS_PRR_WVL_QY","UPS_PRJ_GRS_RPP_A","BID_MRG_CPP_A","SVC_GRP_CUS_NCV_A","SVC_GRP_PSE_NCV_PR","CPE_SVC_RPP_A","BID_FA_CPP_A","SVC_EFF_DT","SVC_END_DT","NVP_ETM_CMC_WK_PR","CUS_PRR_NCV_PR","AVG_PKG_WGT_QY","CPE_GRS_RPP_A","CPE_NET_RPP_A","LOS_PKG_AVG_QY","PDC_AVG_ZN_QY","RA_TRI_DER_AVG_QY","RA_TRI_AVG_QY","SMT_PKG_AVG_SMP_QY","SMT_TOT_AVG_QY","SMT_WGT_AVG_QY","WGT_MS_UNT_TYP_CD","PCN_SUB_MTH_TYP_CD","NVP_BID_FRT_GRR_A","MVM_DRC_CD","CU_SMP_AVG_WGT_QY","CU_SMP_AVG_NR","CALC_CUBE_PACKAGE_DENSITY"
"AJCYQTL","00","P040031369","EWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.881,0.881,173.4575,19.130818,0,0,0,22.458461,25-MAR-17,09-FEB-47,0.769,0.7211,,,,,,,,,,,"LB","T",174.3815,"E",3.909091,0.647388,6.0383
"AJCYQTM","00","P040031369","EWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,49.5395,2.451576,0,0,0,3.062738,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",49.5395,"E",0,0.0019,0
"AJCYQTN","00","P040031369","EWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,49.78,2.451576,0,0,0,3.062738,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",49.78,"E",0,0.0019,0
"AJCYQTO","00","P040031369","EXPRPAKALL","ALL","                    ","PAK","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,70.8975,5.776642,0,0,0,7.28657,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",70.8975,"E",0,0.0021,0
"AJCYQTP","00","P040031369","EWXSPAKALL","ALL","                    ","PAK","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,79.1559,6.447229,0,0,0,7.409978,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",79.1559,"E",0,0.0021,0
"AJCYQTQ","00","P040031369","EWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,1420.5325,54.019153,0,0,0,81.858703,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",1420.5325,"E",0,1.32,0
"AJCYQTR","00","P040031369","IXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,121.0964,18.03343,0,0,0,19.429313,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",121.0964,"I",0,0.0025,0
"AJCYQTS","00","P040031369","IXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",9.285,0.2374,299.0627,31.074819,0,0,0,35.204769,25-MAR-17,09-FEB-47,1,0.5651,,,,,,,,,,,"LB","T",299.0627,"I",9.827586,1.180644,8.3239
"AJCYQTT","00","P040031369","IXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,106.9329,18.24555,0,0,0,19.637583,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",106.9329,"I",0,0.0021,0
"AJCYQTU","00","P040031369","IXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,83.2468,17.335132,0,0,0,18.726349,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",83.2468,"I",0,0.001,0
"AJCYQTV","00","P040031369","IXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.3095,0,356.2078,36.084833,0,0,0,41.255196,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",356.69,"I",10.16,1.202942,8.446
"AJCYQTW","00","P040031369","IWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,99.9279,17.484035,0,0,0,19.162155,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",99.9279,"I",0,0.0021,0
"AJCYQTX","00","P040031369","IWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,80.0104,16.703597,0,0,0,18.412443,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",80.0104,"I",0,0.001,0
"AJCYQTY","00","P040031369","IWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.3095,0,342.8687,35.523467,0,0,0,40.978226,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",343.3509,"I",10.16,1.202942,8.446
"AJCYQTZ","00","P040031369","IWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,40.73,3.207585,0,0,0,4.53543,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",40.73,"I",0,0.0019,0
"AJCYQVA","00","P040031369","IWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,40.73,2.907585,0,0,0,4.23543,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",40.73,"I",0,0.0019,0
"AJCYQVB","00","P040031369","IWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000002","DHL   ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,1742.54,81.126032,0,0,0,126.630656,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",1742.54,"I",0,1.32,0
"AJCYQVC","00","P040031369","IGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.2381,0.2381,29.75,5.508353,0,0,0,7.062932,25-MAR-17,09-FEB-47,1,0.1589,,,,,,,,,,,"LB","T",29.75,"I",4.4,0.599284,7.3421
"AJCYQVD","00","P040031369","EGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,22.054,2.747714,0,0,0,3.06838,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",22.054,"E",0,0.0019,0
"AJCYSWZ","00","P040031369","NGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0001,0,3.4,0,0,0,0,0,25-MAR-17,09-FEB-47,0,,,,,,,,,,,,"LB","A",3.4,"N",0,0,0
"AJCYSXA","00","P040031369","EXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0.0238,0,0,0,0,0,25-MAR-17,09-FEB-47,0,,,,,,,,,,,,"LB"," ",0.0238,"E",0,0,0
"AJDPXHO","00","P040031369","EWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0238,0,0.1,0,0,0,0,0,25-MAR-17,09-FEB-47,0,,,,,,,,,,,,"LB"," ",0.1,"E",0,0,0
"AJDPXHP","00","P040031369","EWXSALLALL","ALL","                    ","ALL","                    ","WXS","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0238,0,0.1,0,0,0,0,0,25-MAR-17,09-FEB-47,0,,,,,,,,,,,,"LB"," ",0.1,"E",0,0,0
"AJDPXHQ","00","P040031369","EXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",0.0238,0,0.1,0,0,0,0,0,25-MAR-17,09-FEB-47,0,,,,,,,,,,,,"LB"," ",0.1,"E",0,0,0
"AJDGMQG","00","P040031381","N1DALTRSCX","SCX","                    ","LTR","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,31.0234,6.782949,0,0,0,8.682587,25-MAR-17,09-FEB-47,0.848,0,,,,,,,,,,,"LB","T",31.2742,"N",0,0.0353,0
"AJDGMQH","00","P040031381","N1DAPKGSCX","SCX","                    ","PKG","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",0.253,0.253,42.5143,6.228301,0,0,0,8.622123,25-MAR-17,09-FEB-47,0.714,0.3999,,,,,,,,,,,"LB","T",44.4951,"N",2,0.15445,12.9492
"AJDGMQI","00","P040031381","N1DPLTRSCX","SCX","                    ","LTR","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,30.8793,6.083308,0,0,0,7.979436,25-MAR-17,09-FEB-47,0.59,0,,,,,,,,,,,"LB","T",30.8793,"N",0,0.0353,0
"AJDGMQJ","00","P040031381","N1DPPKGSCX","SCX","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",0.104,0.104,67.3475,7.749563,0,0,0,11.110936,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",69.235,"N",7.5,0.65501,11.4502
"AJDGMQK","00","P040031381","N2DALTRSCX","SCX","                    ","LTR","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,21.197,5.401445,0,0,0,7.087723,25-MAR-17,09-FEB-47,0.626,0,,,,,,,,,,,"LB","T",21.4744,"N",0,0.0353,0
"AJDGMQL","00","P040031381","N2DAPKGSCX","SCX","                    ","PKG","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.1169,0.1,59.31,7.243722,0,0,0,9.009579,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",61.86,"N",24,2.0503,11.7056
"AJDGMQM","00","P040031381","N2DMLTRSPB","SPB","                    ","LTR","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,22.5037,4.550713,0,0,0,5.921783,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",22.714,"N",0,0.0353,0
"AJDGMQN","00","P040031381","N2DMPKGSPB","SPB","                    ","PKG","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.0754,0.0754,67.79,15.248552,0,0,0,18.143135,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",70.34,"N",24,2.0503,11.7056
"AJDGMRA","00","P040031381","N3DSPKGSCX","SCX","                    ","PKG","                    ","3DS","                    ","000016","FEDEXX","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,16.1217,5.336661,0,0,0,6.98948,25-MAR-17,09-FEB-47,0.616,0,,,,,,,,,,,"LB","T",16.439,"N",0,0.158808,0
"AJDGMRG","00","P040031381","NGNDPKGSPB","SPB","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",28.4327,28.4327,13.3339,5.408035,0,0,0,7.160391,25-MAR-17,09-FEB-47,1,0.2894,,,,,,,,,,,"LB","T",15.7554,"N",17.24,0.925579,18.6262
"AJDGMRI","00","P040031381","NGNDPKGSCR","SCR","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",28.3421,28.3421,13.063,6.065739,0,0,0,7.957913,25-MAR-17,09-FEB-47,0,0.234,,,,,,,,,,,"LB","T",17.399,"N",14.5,0.968143,14.9771
"AJDGMRN","00","P040031381","EXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,84.9843,5.178693,0,0,0,6.385674,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",84.9843,"E",0,0.0021,0
"AJDGMRO","00","P040031381","EXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,54.254,6.293387,0,0,0,7.473337,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",54.254,"E",0,0.001,0
"AJDGMRP","00","P040031381","EXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,86.8942,4.996658,0,0,0,5.975264,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",86.8942,"E",0,0.0021,0
"AJDGMRQ","00","P040031381","EXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,93.3035,7.05472,0,0,0,8.041016,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",93.3035,"E",0,0.0025,0
"AJDGMRR","00","P040031381","EXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,86.6768,6.095788,0,0,0,7.106057,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",86.6768,"E",0,0.0025,0
"AJDGMRS","00","P040031381","EWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,110.5208,7.959313,0,0,0,9.258934,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",110.5208,"E",0,0.0021,0
"AJDGMRT","00","P040031381","EWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,60.9322,7.330985,0,0,0,8.782567,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",60.9322,"E",0,0.001,0
"AJDGMRU","00","P040031381","EWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,89.8451,5.706371,0,0,0,6.794465,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",89.8451,"E",0,0.0021,0
"AJDGMRV","00","P040031381","EWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,49.5395,2.640288,0,0,0,3.263681,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",49.5395,"E",0,0.0019,0
